"Repeat","Fold","Observation","Observed","Dataset","Target"
1,1,1,0,"forestfires","area"
1,1,2,0,"forestfires","area"
1,1,3,0,"forestfires","area"
1,1,4,0,"forestfires","area"
1,1,5,0,"forestfires","area"
1,1,6,0,"forestfires","area"
1,1,7,0,"forestfires","area"
1,1,8,0,"forestfires","area"
1,1,9,0,"forestfires","area"
1,1,10,0,"forestfires","area"
1,1,11,1.46,"forestfires","area"
1,1,12,2.01,"forestfires","area"
1,1,13,2.14,"forestfires","area"
1,1,14,4.69,"forestfires","area"
1,1,15,7.04,"forestfires","area"
1,1,16,8.31,"forestfires","area"
1,1,17,13.05,"forestfires","area"
1,1,18,13.99,"forestfires","area"
1,1,19,17.2,"forestfires","area"
1,1,20,26.13,"forestfires","area"
1,1,21,35.88,"forestfires","area"
1,1,22,64.1,"forestfires","area"
1,1,23,71.3,"forestfires","area"
1,1,24,103.39,"forestfires","area"
1,1,25,24.24,"forestfires","area"
1,1,26,0,"forestfires","area"
1,1,27,0,"forestfires","area"
1,1,28,0,"forestfires","area"
1,1,29,0,"forestfires","area"
1,1,30,14.29,"forestfires","area"
1,1,31,6.58,"forestfires","area"
1,1,32,3.93,"forestfires","area"
1,1,33,2.93,"forestfires","area"
1,1,34,1.75,"forestfires","area"
1,1,35,0,"forestfires","area"
1,1,36,18.3,"forestfires","area"
1,1,37,0,"forestfires","area"
1,1,38,16.33,"forestfires","area"
1,1,39,9.96,"forestfires","area"
1,1,40,0,"forestfires","area"
1,1,41,0,"forestfires","area"
1,1,42,3.95,"forestfires","area"
1,1,43,0,"forestfires","area"
1,1,44,0,"forestfires","area"
1,1,45,0,"forestfires","area"
1,1,46,0.72,"forestfires","area"
1,1,47,0,"forestfires","area"
1,1,48,0,"forestfires","area"
1,1,49,6.43,"forestfires","area"
1,1,50,6.84,"forestfires","area"
1,1,51,70.32,"forestfires","area"
1,1,52,0,"forestfires","area"
1,2,1,0,"forestfires","area"
1,2,2,0,"forestfires","area"
1,2,3,0,"forestfires","area"
1,2,4,0,"forestfires","area"
1,2,5,0,"forestfires","area"
1,2,6,0,"forestfires","area"
1,2,7,0,"forestfires","area"
1,2,8,0,"forestfires","area"
1,2,9,0,"forestfires","area"
1,2,10,0,"forestfires","area"
1,2,11,0,"forestfires","area"
1,2,12,0,"forestfires","area"
1,2,13,0,"forestfires","area"
1,2,14,0,"forestfires","area"
1,2,15,0,"forestfires","area"
1,2,16,0,"forestfires","area"
1,2,17,0,"forestfires","area"
1,2,18,0,"forestfires","area"
1,2,19,1.19,"forestfires","area"
1,2,20,1.64,"forestfires","area"
1,2,21,1.94,"forestfires","area"
1,2,22,5.23,"forestfires","area"
1,2,23,0,"forestfires","area"
1,2,24,0,"forestfires","area"
1,2,25,2.87,"forestfires","area"
1,2,26,0.75,"forestfires","area"
1,2,27,0.68,"forestfires","area"
1,2,28,10.34,"forestfires","area"
1,2,29,0.68,"forestfires","area"
1,2,30,0,"forestfires","area"
1,2,31,0,"forestfires","area"
1,2,32,0,"forestfires","area"
1,2,33,0,"forestfires","area"
1,2,34,1.01,"forestfires","area"
1,2,35,11.22,"forestfires","area"
1,2,36,0,"forestfires","area"
1,2,37,2.18,"forestfires","area"
1,2,38,1.64,"forestfires","area"
1,2,39,3.71,"forestfires","area"
1,2,40,2.03,"forestfires","area"
1,2,41,13.06,"forestfires","area"
1,2,42,20.03,"forestfires","area"
1,2,43,0,"forestfires","area"
1,2,44,51.78,"forestfires","area"
1,2,45,0,"forestfires","area"
1,2,46,7.8,"forestfires","area"
1,2,47,15.34,"forestfires","area"
1,2,48,0,"forestfires","area"
1,2,49,3.19,"forestfires","area"
1,2,50,1.29,"forestfires","area"
1,2,51,0,"forestfires","area"
1,2,52,0,"forestfires","area"
1,3,1,0,"forestfires","area"
1,3,2,0,"forestfires","area"
1,3,3,0,"forestfires","area"
1,3,4,0,"forestfires","area"
1,3,5,0,"forestfires","area"
1,3,6,0,"forestfires","area"
1,3,7,0,"forestfires","area"
1,3,8,0,"forestfires","area"
1,3,9,0,"forestfires","area"
1,3,10,0,"forestfires","area"
1,3,11,0,"forestfires","area"
1,3,12,0,"forestfires","area"
1,3,13,0,"forestfires","area"
1,3,14,0,"forestfires","area"
1,3,15,0,"forestfires","area"
1,3,16,0.77,"forestfires","area"
1,3,17,0.9,"forestfires","area"
1,3,18,1.43,"forestfires","area"
1,3,19,1.56,"forestfires","area"
1,3,20,2.57,"forestfires","area"
1,3,21,2.69,"forestfires","area"
1,3,22,3.07,"forestfires","area"
1,3,23,3.5,"forestfires","area"
1,3,24,6.83,"forestfires","area"
1,3,25,29.48,"forestfires","area"
1,3,26,95.18,"forestfires","area"
1,3,27,154.88,"forestfires","area"
1,3,28,0.76,"forestfires","area"
1,3,29,4.25,"forestfires","area"
1,3,30,22.03,"forestfires","area"
1,3,31,6.57,"forestfires","area"
1,3,32,0,"forestfires","area"
1,3,33,0,"forestfires","area"
1,3,34,0,"forestfires","area"
1,3,35,7.48,"forestfires","area"
1,3,36,1.09,"forestfires","area"
1,3,37,16,"forestfires","area"
1,3,38,24.59,"forestfires","area"
1,3,39,0,"forestfires","area"
1,3,40,1.63,"forestfires","area"
1,3,41,2.35,"forestfires","area"
1,3,42,0,"forestfires","area"
1,3,43,1.23,"forestfires","area"
1,3,44,0,"forestfires","area"
1,3,45,0,"forestfires","area"
1,3,46,10.08,"forestfires","area"
1,3,47,7.36,"forestfires","area"
1,3,48,2,"forestfires","area"
1,3,49,0,"forestfires","area"
1,3,50,0,"forestfires","area"
1,3,51,0.43,"forestfires","area"
1,3,52,0,"forestfires","area"
1,4,1,0,"forestfires","area"
1,4,2,0,"forestfires","area"
1,4,3,0,"forestfires","area"
1,4,4,0,"forestfires","area"
1,4,5,0,"forestfires","area"
1,4,6,0,"forestfires","area"
1,4,7,0,"forestfires","area"
1,4,8,0,"forestfires","area"
1,4,9,0,"forestfires","area"
1,4,10,0,"forestfires","area"
1,4,11,0,"forestfires","area"
1,4,12,0.43,"forestfires","area"
1,4,13,0.95,"forestfires","area"
1,4,14,0.96,"forestfires","area"
1,4,15,1.07,"forestfires","area"
1,4,16,1.12,"forestfires","area"
1,4,17,1.61,"forestfires","area"
1,4,18,1.75,"forestfires","area"
1,4,19,10.93,"forestfires","area"
1,4,20,15.45,"forestfires","area"
1,4,21,24.23,"forestfires","area"
1,4,22,27.35,"forestfires","area"
1,4,23,28.66,"forestfires","area"
1,4,24,36.85,"forestfires","area"
1,4,25,37.02,"forestfires","area"
1,4,26,58.3,"forestfires","area"
1,4,27,88.49,"forestfires","area"
1,4,28,0.24,"forestfires","area"
1,4,29,3.09,"forestfires","area"
1,4,30,9.77,"forestfires","area"
1,4,31,86.45,"forestfires","area"
1,4,32,0,"forestfires","area"
1,4,33,0.9,"forestfires","area"
1,4,34,3.52,"forestfires","area"
1,4,35,0.41,"forestfires","area"
1,4,36,0,"forestfires","area"
1,4,37,0,"forestfires","area"
1,4,38,7.21,"forestfires","area"
1,4,39,0,"forestfires","area"
1,4,40,0,"forestfires","area"
1,4,41,5.86,"forestfires","area"
1,4,42,42.87,"forestfires","area"
1,4,43,6.04,"forestfires","area"
1,4,44,0,"forestfires","area"
1,4,45,185.76,"forestfires","area"
1,4,46,0,"forestfires","area"
1,4,47,1.94,"forestfires","area"
1,4,48,0,"forestfires","area"
1,4,49,0,"forestfires","area"
1,4,50,1.94,"forestfires","area"
1,4,51,2.21,"forestfires","area"
1,4,52,278.53,"forestfires","area"
1,5,1,0,"forestfires","area"
1,5,2,0,"forestfires","area"
1,5,3,0,"forestfires","area"
1,5,4,0,"forestfires","area"
1,5,5,0,"forestfires","area"
1,5,6,0,"forestfires","area"
1,5,7,0,"forestfires","area"
1,5,8,0,"forestfires","area"
1,5,9,0,"forestfires","area"
1,5,10,0,"forestfires","area"
1,5,11,0,"forestfires","area"
1,5,12,0,"forestfires","area"
1,5,13,0,"forestfires","area"
1,5,14,0,"forestfires","area"
1,5,15,6.38,"forestfires","area"
1,5,16,7.19,"forestfires","area"
1,5,17,7.4,"forestfires","area"
1,5,18,12.1,"forestfires","area"
1,5,19,28.66,"forestfires","area"
1,5,20,31.72,"forestfires","area"
1,5,21,32.07,"forestfires","area"
1,5,22,212.88,"forestfires","area"
1,5,23,0,"forestfires","area"
1,5,24,0,"forestfires","area"
1,5,25,10.13,"forestfires","area"
1,5,26,2.47,"forestfires","area"
1,5,27,4.4,"forestfires","area"
1,5,28,11.19,"forestfires","area"
1,5,29,17.85,"forestfires","area"
1,5,30,1.1,"forestfires","area"
1,5,31,0,"forestfires","area"
1,5,32,0,"forestfires","area"
1,5,33,56.04,"forestfires","area"
1,5,34,6.1,"forestfires","area"
1,5,35,28.19,"forestfires","area"
1,5,36,0,"forestfires","area"
1,5,37,39.35,"forestfires","area"
1,5,38,0,"forestfires","area"
1,5,39,174.63,"forestfires","area"
1,5,40,3.64,"forestfires","area"
1,5,41,4.95,"forestfires","area"
1,5,42,0,"forestfires","area"
1,5,43,746.28,"forestfires","area"
1,5,44,6.3,"forestfires","area"
1,5,45,2.75,"forestfires","area"
1,5,46,0,"forestfires","area"
1,5,47,0,"forestfires","area"
1,5,48,14.68,"forestfires","area"
1,5,49,0,"forestfires","area"
1,5,50,5.8,"forestfires","area"
1,5,51,0,"forestfires","area"
1,5,52,2.17,"forestfires","area"
1,6,1,0,"forestfires","area"
1,6,2,0,"forestfires","area"
1,6,3,0,"forestfires","area"
1,6,4,0,"forestfires","area"
1,6,5,0,"forestfires","area"
1,6,6,0,"forestfires","area"
1,6,7,0,"forestfires","area"
1,6,8,0,"forestfires","area"
1,6,9,0,"forestfires","area"
1,6,10,0,"forestfires","area"
1,6,11,0,"forestfires","area"
1,6,12,0.36,"forestfires","area"
1,6,13,1.69,"forestfires","area"
1,6,14,2.53,"forestfires","area"
1,6,15,4.53,"forestfires","area"
1,6,16,4.88,"forestfires","area"
1,6,17,5.33,"forestfires","area"
1,6,18,6.96,"forestfires","area"
1,6,19,7.3,"forestfires","area"
1,6,20,11.06,"forestfires","area"
1,6,21,23.41,"forestfires","area"
1,6,22,37.71,"forestfires","area"
1,6,23,196.48,"forestfires","area"
1,6,24,0.09,"forestfires","area"
1,6,25,3.3,"forestfires","area"
1,6,26,0,"forestfires","area"
1,6,27,0.52,"forestfires","area"
1,6,28,8.98,"forestfires","area"
1,6,29,9.27,"forestfires","area"
1,6,30,24.77,"forestfires","area"
1,6,31,0,"forestfires","area"
1,6,32,0,"forestfires","area"
1,6,33,0,"forestfires","area"
1,6,34,0,"forestfires","area"
1,6,35,0,"forestfires","area"
1,6,36,0,"forestfires","area"
1,6,37,7.31,"forestfires","area"
1,6,38,1.26,"forestfires","area"
1,6,39,0,"forestfires","area"
1,6,40,0,"forestfires","area"
1,6,41,30.18,"forestfires","area"
1,6,42,70.76,"forestfires","area"
1,6,43,0,"forestfires","area"
1,6,44,3.32,"forestfires","area"
1,6,45,6.61,"forestfires","area"
1,6,46,1.76,"forestfires","area"
1,6,47,0,"forestfires","area"
1,6,48,16.4,"forestfires","area"
1,6,49,0,"forestfires","area"
1,6,50,2.77,"forestfires","area"
1,6,51,0,"forestfires","area"
1,6,52,11.16,"forestfires","area"
1,7,1,0,"forestfires","area"
1,7,2,0,"forestfires","area"
1,7,3,0,"forestfires","area"
1,7,4,0,"forestfires","area"
1,7,5,0,"forestfires","area"
1,7,6,0,"forestfires","area"
1,7,7,0,"forestfires","area"
1,7,8,0,"forestfires","area"
1,7,9,0,"forestfires","area"
1,7,10,0,"forestfires","area"
1,7,11,0,"forestfires","area"
1,7,12,0,"forestfires","area"
1,7,13,0,"forestfires","area"
1,7,14,0,"forestfires","area"
1,7,15,0,"forestfires","area"
1,7,16,0.71,"forestfires","area"
1,7,17,1.46,"forestfires","area"
1,7,18,2.29,"forestfires","area"
1,7,19,2.55,"forestfires","area"
1,7,20,8.24,"forestfires","area"
1,7,21,11.53,"forestfires","area"
1,7,22,14.57,"forestfires","area"
1,7,23,30.32,"forestfires","area"
1,7,24,1.38,"forestfires","area"
1,7,25,0,"forestfires","area"
1,7,26,2.64,"forestfires","area"
1,7,27,0,"forestfires","area"
1,7,28,0,"forestfires","area"
1,7,29,5.18,"forestfires","area"
1,7,30,3.78,"forestfires","area"
1,7,31,4.41,"forestfires","area"
1,7,32,34.36,"forestfires","area"
1,7,33,2.13,"forestfires","area"
1,7,34,0,"forestfires","area"
1,7,35,1.47,"forestfires","area"
1,7,36,1.72,"forestfires","area"
1,7,37,5.97,"forestfires","area"
1,7,38,0.52,"forestfires","area"
1,7,39,11.06,"forestfires","area"
1,7,40,0,"forestfires","area"
1,7,41,3.63,"forestfires","area"
1,7,42,8.16,"forestfires","area"
1,7,43,2.44,"forestfires","area"
1,7,44,0,"forestfires","area"
1,7,45,0,"forestfires","area"
1,7,46,3.2,"forestfires","area"
1,7,47,0,"forestfires","area"
1,7,48,9.71,"forestfires","area"
1,7,49,2.14,"forestfires","area"
1,7,50,5.55,"forestfires","area"
1,7,51,2.07,"forestfires","area"
1,7,52,6.44,"forestfires","area"
1,8,1,0,"forestfires","area"
1,8,2,0,"forestfires","area"
1,8,3,0,"forestfires","area"
1,8,4,0,"forestfires","area"
1,8,5,0,"forestfires","area"
1,8,6,0,"forestfires","area"
1,8,7,0,"forestfires","area"
1,8,8,0,"forestfires","area"
1,8,9,0,"forestfires","area"
1,8,10,0,"forestfires","area"
1,8,11,0,"forestfires","area"
1,8,12,0,"forestfires","area"
1,8,13,1.63,"forestfires","area"
1,8,14,1.9,"forestfires","area"
1,8,15,2.74,"forestfires","area"
1,8,16,11.24,"forestfires","area"
1,8,17,11.32,"forestfires","area"
1,8,18,13.7,"forestfires","area"
1,8,19,105.66,"forestfires","area"
1,8,20,0.21,"forestfires","area"
1,8,21,0,"forestfires","area"
1,8,22,8.85,"forestfires","area"
1,8,23,1.56,"forestfires","area"
1,8,24,6.54,"forestfires","area"
1,8,25,0.79,"forestfires","area"
1,8,26,0.17,"forestfires","area"
1,8,27,10.73,"forestfires","area"
1,8,28,0,"forestfires","area"
1,8,29,8,"forestfires","area"
1,8,30,1.58,"forestfires","area"
1,8,31,4.42,"forestfires","area"
1,8,32,0,"forestfires","area"
1,8,33,15.64,"forestfires","area"
1,8,34,3.94,"forestfires","area"
1,8,35,0,"forestfires","area"
1,8,36,7.73,"forestfires","area"
1,8,37,28.74,"forestfires","area"
1,8,38,0,"forestfires","area"
1,8,39,4.62,"forestfires","area"
1,8,40,7.02,"forestfires","area"
1,8,41,0,"forestfires","area"
1,8,42,6.36,"forestfires","area"
1,8,43,3.35,"forestfires","area"
1,8,44,0,"forestfires","area"
1,8,45,0,"forestfires","area"
1,8,46,3.71,"forestfires","area"
1,8,47,5.39,"forestfires","area"
1,8,48,38.48,"forestfires","area"
1,8,49,46.7,"forestfires","area"
1,8,50,43.32,"forestfires","area"
1,8,51,40.54,"forestfires","area"
1,8,52,10.82,"forestfires","area"
1,9,1,0,"forestfires","area"
1,9,2,0,"forestfires","area"
1,9,3,0,"forestfires","area"
1,9,4,0,"forestfires","area"
1,9,5,0,"forestfires","area"
1,9,6,0,"forestfires","area"
1,9,7,0,"forestfires","area"
1,9,8,0,"forestfires","area"
1,9,9,0,"forestfires","area"
1,9,10,0,"forestfires","area"
1,9,11,0,"forestfires","area"
1,9,12,0,"forestfires","area"
1,9,13,0,"forestfires","area"
1,9,14,0,"forestfires","area"
1,9,15,0,"forestfires","area"
1,9,16,0,"forestfires","area"
1,9,17,0,"forestfires","area"
1,9,18,0.61,"forestfires","area"
1,9,19,1.36,"forestfires","area"
1,9,20,1.95,"forestfires","area"
1,9,21,2.51,"forestfires","area"
1,9,22,5.44,"forestfires","area"
1,9,23,9.41,"forestfires","area"
1,9,24,10.01,"forestfires","area"
1,9,25,10.02,"forestfires","area"
1,9,26,26,"forestfires","area"
1,9,27,48.55,"forestfires","area"
1,9,28,200.94,"forestfires","area"
1,9,29,1090.84,"forestfires","area"
1,9,30,9.27,"forestfires","area"
1,9,31,0,"forestfires","area"
1,9,32,0,"forestfires","area"
1,9,33,2.18,"forestfires","area"
1,9,34,3.33,"forestfires","area"
1,9,35,0,"forestfires","area"
1,9,36,0,"forestfires","area"
1,9,37,8.12,"forestfires","area"
1,9,38,12.64,"forestfires","area"
1,9,39,0,"forestfires","area"
1,9,40,0,"forestfires","area"
1,9,41,0,"forestfires","area"
1,9,42,0,"forestfires","area"
1,9,43,0,"forestfires","area"
1,9,44,6.43,"forestfires","area"
1,9,45,0.33,"forestfires","area"
1,9,46,0,"forestfires","area"
1,9,47,0,"forestfires","area"
1,9,48,0,"forestfires","area"
1,9,49,0,"forestfires","area"
1,9,50,26.43,"forestfires","area"
1,9,51,0,"forestfires","area"
1,9,52,8.59,"forestfires","area"
1,10,1,0,"forestfires","area"
1,10,2,0,"forestfires","area"
1,10,3,0,"forestfires","area"
1,10,4,0,"forestfires","area"
1,10,5,0,"forestfires","area"
1,10,6,0,"forestfires","area"
1,10,7,0,"forestfires","area"
1,10,8,0,"forestfires","area"
1,10,9,0,"forestfires","area"
1,10,10,0,"forestfires","area"
1,10,11,0,"forestfires","area"
1,10,12,0,"forestfires","area"
1,10,13,0,"forestfires","area"
1,10,14,0,"forestfires","area"
1,10,15,0,"forestfires","area"
1,10,16,0.47,"forestfires","area"
1,10,17,0.55,"forestfires","area"
1,10,18,4.61,"forestfires","area"
1,10,19,8.68,"forestfires","area"
1,10,20,8.71,"forestfires","area"
1,10,21,19.23,"forestfires","area"
1,10,22,31.86,"forestfires","area"
1,10,23,49.37,"forestfires","area"
1,10,24,0,"forestfires","area"
1,10,25,1.52,"forestfires","area"
1,10,26,0,"forestfires","area"
1,10,27,8.02,"forestfires","area"
1,10,28,5.38,"forestfires","area"
1,10,29,0,"forestfires","area"
1,10,30,0,"forestfires","area"
1,10,31,5.83,"forestfires","area"
1,10,32,5.65,"forestfires","area"
1,10,33,0,"forestfires","area"
1,10,34,12.18,"forestfires","area"
1,10,35,0,"forestfires","area"
1,10,36,3.05,"forestfires","area"
1,10,37,4.96,"forestfires","area"
1,10,38,0,"forestfires","area"
1,10,39,0.54,"forestfires","area"
1,10,40,0,"forestfires","area"
1,10,41,9.96,"forestfires","area"
1,10,42,82.75,"forestfires","area"
1,10,43,3.18,"forestfires","area"
1,10,44,61.13,"forestfires","area"
1,10,45,0,"forestfires","area"
1,10,46,0,"forestfires","area"
1,10,47,1.95,"forestfires","area"
1,10,48,49.59,"forestfires","area"
1,10,49,54.29,"forestfires","area"
